공급일자,물품코드,물품대분류,물품중분류,물품소분류,물품명,구매수량,구매금액,구매매장,반품_원거래일자,회원번호
20170426,60401335,축산물,유제품,우유/산양유,유기농저지방우유(종이팩/유애래/900ml),1,4100,매장1,,5263
20170426,70102009,수산,건어물,황태류,황태채(200g),1,11400,매장1,,5263
20170426,80101100,간식,과자,스낵,도깨비방망이과자(80g),1,2200,매장1,,5263
20170426,80201053,간식,떡,가래떡,현미가래떡(400g),1,2700,매장1,,5263
20170426,80504013,간식,식사대용,식사대용/기타,닭고기볶음밥(300g),1,3000,매장1,,5263
20170426,100201002,반찬,두부/유부,두부,두부(반모:270g),1,1450,매장1,,5263
20170426,100305020,반찬,밑반찬,김가공,주먹밥채소&해물(36g),1,2600,매장1,,5263
20170426,110102423,음료,음료,과즙,상큼한감귤&채소(125ml*3개),1,1700,매장1,,5263
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2252
20170426,100201058,반찬,두부/유부,두부,연두부(100g),1,400,매장1,,2252
20170426,30102006,서류,감자,겨울감자,제주감자(1kg),-2,-7400,매장1,20170426,2549
20170426,30102006,서류,감자,겨울감자,제주감자(1kg),4,14800,매장1,,2549
20170426,40116227,과실,과일,사과,사과/(2kg)/대,1,10400,매장1,,2549
20170426,50113002,채소,잎/줄기채소,취나물,생취나물(300g),-1,-3300,매장1,20170426,2549
20170426,50113002,채소,잎/줄기채소,취나물,생취나물(300g),2,6600,매장1,,2549
20170426,50213002,채소,열매채소,오이,오이(3개),-1,-2200,매장1,20170426,2549
20170426,50213002,채소,열매채소,오이,오이(3개),2,4400,매장1,,2549
20170426,50406005,채소,뿌리채소,당근,당근(500g),-1,-2000,매장1,20170426,2549
20170426,50406005,채소,뿌리채소,당근,당근(500g),2,4000,매장1,,2549
20170426,50705005,채소,버섯,양송이버섯,갈색양송이버섯(140g),-1,-2800,매장1,20170426,2549
20170426,50705005,채소,버섯,양송이버섯,갈색양송이버섯(140g),2,5600,매장1,,2549
20170426,50816001,채소,콩나물,콩나물,콩나물(300g),-1,-1300,매장1,20170426,2549
20170426,50816001,채소,콩나물,콩나물,콩나물(300g),2,2600,매장1,,2549
20170426,60102012,축산물,돼지,무항생제돼지,돼지분쇄육(300g/국내산),-1,-3200,매장1,20170426,2549
20170426,60102012,축산물,돼지,무항생제돼지,돼지분쇄육(300g/국내산),2,6400,매장1,,2549
20170426,60103013,축산물,닭/오리,무항생제닭,닭가슴살(400g/국내산),-1,-6600,매장1,20170426,2549
20170426,60103013,축산물,닭/오리,무항생제닭,닭가슴살(400g/국내산),2,13200,매장1,,2549
20170426,60103016,축산물,닭/오리,무항생제닭,닭다리순살(400g/국내산),-1,-8700,매장1,20170426,2549
20170426,60103016,축산물,닭/오리,무항생제닭,닭다리순살(400g/국내산),2,17400,매장1,,2549
20170426,60703001,축산물,닭/오리,무항생제닭,닭안심살(200g/국내산),-2,-10200,매장1,20170426,2549
20170426,60703001,축산물,닭/오리,무항생제닭,닭안심살(200g/국내산),4,20400,매장1,,2549
20170426,60803001,축산물,돼지,무항생제돼지,얇은삼겹살(500g/국내산),-2,-25200,매장1,20170426,2549
20170426,60803001,축산물,돼지,무항생제돼지,얇은삼겹살(500g/국내산),4,50400,매장1,,2549
20170426,80201038,간식,떡,가래떡,떡볶이떡(유기/500g),-1,-3400,매장1,20170426,2549
20170426,80201038,간식,떡,가래떡,떡볶이떡(유기/500g),2,6800,매장1,,2549
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),-1,-1950,매장1,20170426,2549
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),2,3900,매장1,,2549
20170426,50429001,채소,뿌리채소,도라지/손질,채도라지(150g),1,4400,매장1,,3307
20170426,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,3307
20170426,70203008,수산,냉동수산,기타냉동수산,새우살(350g),1,14800,매장1,,3307
20170426,70203025,수산,냉동수산,기타냉동수산,해물모음(300g),1,8600,매장1,,3307
20170426,90401006,양념/가루,장,간장,진간장(900ml-원액간장),1,8000,매장1,,3307
20170426,100305009,반찬,밑반찬,김가공,구운도시락김(5g*3봉),2,2600,매장1,,3307
20170426,110101012,음료,음료,두유,두유(160ml*5봉),2,9200,매장1,,3307
20170426,130301018,생활용품,세제/세안,세탁비누,액상세제(보충용:2.1ℓ),1,10000,매장1,,3307
20170426,130701019,생활용품,세제/세안,세탁비누,물사랑 중성세제(보충용:1.4ℓ),1,9000,매장1,,3307
20170426,10201029,주곡,찹쌀,찹쌀,찹쌀현미/유(2kg),1,8300,매장1,,2548
20170426,60201016,축산물,알,논지엠오유정란,유정란/매장용(안심대안사료/10알),1,5200,매장1,,2548
20170426,60302015,축산물,육가공,햄/소시지/훈제,불고기햄(400g)-매장,1,6400,매장1,,2548
20170426,90501006,양념/가루,소스/기타양념,소스,돈가스소스(240g),1,3700,매장1,,2548
20170426,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,2548
20170426,51038159,채소,잎/줄기채소,양배추,방울양배추(200g),1,2300,매장1,,2929
20170426,50131003,채소,잎/줄기채소,부추,부추(300g),1,1950,매장1,,4379
20170426,50132008,채소,잎/줄기채소,브로컬리,브로컬리(250g),1,2900,매장1,,4379
20170426,50159002,채소,잎/줄기채소,아스파라거스,아스파라거스(150g),1,3900,매장1,,4379
20170426,50213002,채소,열매채소,오이,오이(3개),1,2200,매장1,,4379
20170426,50705005,채소,버섯,양송이버섯,갈색양송이버섯(140g),1,2800,매장1,,4379
20170426,50820001,채소,말린나물/건재,삶은고사리/손질,삶은고사리(200g),1,5300,매장1,,5454
20170426,80104038,간식,과자,엿/양갱/기타,크림사탕(70g),1,2000,매장1,,5454
20170426,40116227,과실,과일,사과,사과/(2kg)/대,1,10400,매장1,,2595
20170426,50152002,채소,잎/줄기채소,양상추,양상추(300g:1통),1,2200,매장1,,2595
20170426,50816001,채소,콩나물,콩나물,콩나물(300g),1,1300,매장1,,2595
20170426,50419001,채소,뿌리채소,월동무,월동무(600~900g),1,1000,매장1,,5263
20170426,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,5263
20170426,50508017,채소,양념채소,양파,양파(조생종:1kg),1,2650,매장1,,5263
20170426,50703003,채소,버섯,새송이버섯,꼬마새송이버섯(300g),1,2200,매장1,,5263
20170426,70102009,수산,건어물,황태류,황태채(200g),1,11400,매장1,,5263
20170426,80307003,간식,밀가공,면/기타,당면(500g),1,4800,매장1,,5263
20170426,100401011,반찬,어묵/묵,어묵,오징어동그랑어묵(270g),1,3600,매장1,,5263
20170426,80301147,간식,밀가공,라면,자장라면(124g:1봉),2,3600,매장1,,2520
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,2520
20170426,110203003,음료,차,절임차,유자차(1kg),1,12500,매장1,,2520
20170426,40203003,과실,견과,잣,황잣(120g:1병),1,9400,매장1,,3955
20170426,50422002,채소,뿌리채소,더덕,더덕(500g/무),1,9300,매장1,,3955
20170426,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,3955
20170426,60303005,축산물,육가공,식육추출가공,사골곰국(냉동:1kg),4,33600,매장1,,3955
20170426,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,3955
20170426,40116220,과실,과일,사과,사과/(5kg)/대,0.5,12750,매장1,,2532
20170426,60401333,축산물,유제품,우유/산양유,저지방우유(범산/900ml),1,4700,매장1,,2532
20170426,60401335,축산물,유제품,우유/산양유,유기농저지방우유(종이팩/유애래/900ml),1,4100,매장1,,2532
20170426,100201005,반찬,두부/유부,두부,찌개용두부(420g),2,3700,매장1,,2532
20170426,60302027,축산물,육가공,햄/소시지/훈제,김밥용햄(285g)-매장,1,4500,매장1,,4806
20170426,80101043,간식,과자,스낵,하늘바다새우(60g),1,1700,매장1,,4806
20170426,80201029,간식,떡,가래떡,조랭이떡(유기/800g),1,5300,매장1,,4806
20170426,100501014,반찬,절임/장아찌,절임,단무지(김밥용:400g),1,2600,매장1,,4806
20170426,110102423,음료,음료,과즙,상큼한감귤&채소(125ml*3개),1,1700,매장1,,4806
20170426,60302021,축산물,육가공,햄/소시지/훈제,꼬마소시지(300g)-매장,1,4200,매장1,,2595
20170426,110104065,음료,음료,음료기타,얼음식혜(1000ml),2,7000,매장1,,2595
20170426,60401336,축산물,유제품,우유/산양유,맛이 진한 무지방우유(900ml),1,4800,매장1,,2577
20170426,10201151,주곡,찹쌀,찹쌀,찹쌀백미/유(1kg),1,4500,매장1,,3677
20170426,50502007,채소,양념채소,깐마늘,깐마늘/난지형/유(300g),1,5700,매장1,,3677
20170426,60301003,축산물,육가공,돈가스/분쇄가공,씨암탉치킨크로켓(270g),1,5100,매장1,,3677
20170426,60402319,축산물,유제품,요구르트,달지않은 떠먹는요거트(350g),1,5040,매장1,,3677
20170426,80501009,간식,식사대용,죽,브로콜리새우죽(220g),1,3960,매장1,,3677
20170426,80501011,간식,식사대용,죽,소고기채소죽(220g),1,4500,매장1,,3677
20170426,110102026,음료,음료,과즙,배즙(1상자:120ml*30봉),1,28000,매장1,,3677
20170426,50218001,채소,열매채소,취청오이,취청오이(3개),1,2200,매장1,,5650
20170426,50123001,채소,쌈채소류,로메인,로메인(150g),1,1500,매장1,,5213
20170426,50132008,채소,잎/줄기채소,브로컬리,브로컬리(250g),1,2900,매장1,,5213
20170426,50172001,채소,쌈채소류,쌈양상추,쌈양상추(200g),1,1500,매장1,,5213
20170426,130208061,생활용품,생활용품,주방소품,요리용면주머니(대1),1,2900,매장1,,5213
20170426,130503014,생활용품,화장품,세안제/팩,수피아 알로에 마스크팩(5장),1,5600,매장1,,5213
20170426,40132010,과실,과일,산딸기,산딸기(250g),1,8900,매장1,,2369
20170426,50213002,채소,열매채소,오이,오이(3개),1,2200,매장1,,2369
20170426,50512001,채소,양념채소,중파,중파(500g),1,2200,매장1,,2369
20170426,50703002,채소,버섯,새송이버섯,새송이버섯(300g),1,3800,매장1,,2369
20170426,70401009,수산,해조,김,구운김밥김(10장),1,1600,매장1,,2369
20170426,90201001,양념/가루,기름/식초,기름,현미유(900ml),1,9600,매장1,,2369
20170426,90502017,양념/가루,소스/기타양념,소스,간장샐러드소스(220ml),1,5200,매장1,,2369
20170426,100501014,반찬,절임/장아찌,절임,단무지(김밥용:400g),1,2600,매장1,,2369
20170426,110101014,음료,음료,두유,검은콩두유(160ml*5봉),1,4800,매장1,,2369
20170426,50139001,채소,쌈채소류,생채,생채(150g),1,1300,매장1,,2912
20170426,50141002,채소,잎/줄기채소,솔부추,솔부추(100g),1,2300,매장1,,2912
20170426,80301032,간식,밀가공,라면,우리밀해물라면(114g:1봉지),1,1400,매장1,,2912
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),3,5850,매장1,,2912
20170426,50113002,채소,잎/줄기채소,취나물,생취나물(300g),1,3300,매장1,,3288
20170426,50121001,채소,잎/줄기채소,미나리,한재미나리(200g),1,3400,매장1,,3288
20170426,50147001,채소,잎/줄기채소,쑥,쑥(200g),2,6600,매장1,,3288
20170426,50407001,채소,잎/줄기채소,땅두릅,땅두릅(200g),1,3700,매장1,,3288
20170426,50426001,채소,손질한채소,연근채/세척,연근채(300g),1,3750,매장1,,3288
20170426,50707001,채소,버섯,표고버섯,생표고버섯(300g),1,4950,매장1,,3288
20170426,60201015,축산물,알,재래닭유정란,재래닭유정란(10알/국내산),2,15000,매장1,,3288
20170426,70404010,수산,해조,기타해조류,모자반(200g),1,3100,매장1,,3288
20170426,80201128,간식,떡,가래떡,냉동떡국떡(800g),2,11800,매장1,,3288
20170426,100401020,반찬,어묵/묵,어묵,제주백조기 모듬어묵(210g),1,6000,매장1,,3288
20170426,60502004,축산물,꿀,꿀부산물,프로폴리스(50ml),1,35000,매장1,,2920
20170426,80101170,간식,과자,스낵,찹쌀모나카선물모음(360g/12개입),1,14900,매장1,,2920
20170426,50142001,채소,잎/줄기채소,시금치,시금치(300g),1,1800,매장1,,2548
20170426,50816001,채소,콩나물,콩나물,콩나물(300g),2,2600,매장1,,2548
20170426,60101014,축산물,소,한우,한우국갈비(1kg/국내산),1,6800,매장1,,2548
20170426,80306011,간식,밀가공,피자/핫도그,통밀또띠아(40g*10장),1,5200,매장1,,2548
20170426,90405036,양념/가루,장,장류/기타,검은콩낫토(50g*2),1,2900,매장1,,2548
20170426,90502010,양념/가루,소스/기타양념,기타양념,다진마늘(난지형:200g),1,4500,매장1,,2548
20170426,100201005,반찬,두부/유부,두부,찌개용두부(420g),3,5550,매장1,,2548
20170426,110102047,음료,음료,과즙,사과당근즙(150ml),2,2000,매장1,,2548
20170426,50123002,채소,쌈채소류,로메인,포기로메인(250g),1,1650,매장1,,2548
20170426,50142001,채소,잎/줄기채소,시금치,시금치(300g),1,1800,매장1,,2548
20170426,60302004,축산물,육가공,햄/소시지/훈제,네모난햄(500g)-매장,1,6900,매장1,,2548
20170426,60402012,축산물,유제품,요구르트,떠먹는 요거트(90g*2개),1,3150,매장1,,2548
20170426,80401227,간식,빵,페스츄리류,크로와상(150g/매장),1,3400,매장1,,2548
20170426,80501003,간식,식사대용,죽,호박죽(280g),1,2070,매장1,,2548
20170426,100302007,반찬,밑반찬,조림,우엉조림(김밥용/150g),1,4000,매장1,,2548
20170426,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,2623
20170426,110102067,음료,음료,과즙,감귤즙(유기/150ml),1,950,매장1,,2623
20170426,130504043,생활용품,화장품,유아/썬크림,수피아 유아로션(250㎖),1,13050,매장1,,2623
20170426,50810001,채소,말린나물/건재,무말림(200g),무말림(200g),1,3850,매장1,,4222
20170426,70103009,수산,건어물,멸치류,국물멸치(300g),1,4800,매장1,,4222
20170426,70105004,수산,건어물,기타건어류,말린바지락(150g),1,14800,매장1,,4222
20170426,70105005,수산,건어물,기타건어류,말린홍합(200g),1,9800,매장1,,4222
20170426,70402008,수산,해조,미역/다시마,쌈다시마(300g),1,1400,매장1,,4222
20170426,80504018,간식,식사대용,식사대용/기타,크림스프(80g),1,2200,매장1,,4222
20170426,90402005,양념/가루,장,된장,조선된장(900g),1,12200,매장1,,4222
20170426,90402014,양념/가루,장,된장,산골된장(900g),1,13700,매장1,,4222
20170426,90403001,양념/가루,장,고추장,성미찹쌀고추장(900g),1,21000,매장1,,4222
20170426,90405039,양념/가루,장,장류/기타,막장(900g),1,14600,매장1,,4222
20170426,90502007,양념/가루,소스/기타양념,기타양념,초고추장(300g),1,6500,매장1,,4222
20170426,110204064,음료,음료,뿌리차,돼지감자차(70g),1,4100,매장1,,4222
20170426,60101019,축산물,소,한우,한우분쇄육(300g/국내산),1,13200,매장1,,2363
20170426,60402012,축산물,유제품,요구르트,떠먹는 요거트(90g*2개),1,3150,매장1,,2363
20170426,80401368,간식,빵,앙금크림빵,크림빵(75g)/매장,1,1500,매장1,,2363
20170426,60201016,축산물,알,논지엠오유정란,유정란/매장용(안심대안사료/10알),1,5200,매장1,,2252
20170426,60402321,축산물,유제품,요구르트,순수요거트(450g),1,4410,매장1,,2252
20170426,60302030,축산물,육가공,양념육,양념곱창(300g),1,6800,매장1,,5891
20170426,80303023,간식,밀가공,간편조리면,쫄면(490g),1,4900,매장1,,5891
20170426,80504011,간식,식사대용,식사대용/기타,연잎밥(210g),2,10000,매장1,,5891
20170426,80504012,간식,식사대용,식사대용/기타,채소볶음밥(300g),1,2500,매장1,,5891
20170426,80504013,간식,식사대용,식사대용/기타,닭고기볶음밥(300g),1,3000,매장1,,5891
20170426,100401003,반찬,어묵/묵,어묵,명태참어묵(300g),1,3800,매장1,,5891
20170426,120101027,건강,건강일반,추출/농축액,쌍화차(70ml*10봉),0.2,5200,매장1,,5891
20170426,50136002,채소,잎/줄기채소,샐러리,샐러리(200g),1,1600,매장1,,5653
20170426,50705004,채소,버섯,양송이버섯,양송이버섯(140g),1,2800,매장1,,5653
20170426,50999002,채소,말린나물/건재,건재,삼계탕 재료모음(100g),1,3600,매장1,,5653
20170426,60103023,축산물,닭/오리,논지엠오닭,백숙용통닭(우리보리살림닭/0.85~1kg/국내산),3,23400,매장1,,5653
20170426,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,5653
20170426,60201028,축산물,알,유정란,구운유정란(6알),1,3500,매장1,,5653
20170426,70303019,수산,수산가공,수산가공간식,황태바삭달콤한맛(25g),1,2800,매장1,,5653
20170426,80101011,간식,과자,스낵,두부과자(100g),1,2300,매장1,,5653
20170426,80101080,간식,과자,스낵,현미콩고물과자(70g),1,2400,매장1,,5653
20170426,80101178,간식,과자,스낵,단팝콘(80g),1,2800,매장1,,5653
20170426,90101008,양념/가루,가루,양념가루,카레(순한맛:100g),1,2700,매장1,,5653
20170426,90101009,양념/가루,가루,양념가루,카레(매운맛: 100g),2,5400,매장1,,5653
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,5653
20170426,100305009,반찬,밑반찬,김가공,구운도시락김(5g*3봉),1,1300,매장1,,5653
20170426,110104064,음료,음료,음료기타,수정과(1000ml),3,11700,매장1,,5653
20170426,130208057,생활용품,생활용품,주방소품,다용도면포(정사각),1,2400,매장1,,5653
20170426,130208059,생활용품,생활용품,주방소품,육수용면주머니(3장),1,2400,매장1,,5653
20170426,20601003,잡곡,콩/화본/깨,화본,기장/무(500g),1,6000,매장1,,5832
20170426,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,5832
20170426,80101049,간식,과자,스낵,현미뻥과자(55g),2,3060,매장1,,5832
20170426,80101174,간식,과자,스낵,단호박품은쌀과자(40g),1,1530,매장1,,5832
20170426,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,5832
20170426,100201005,반찬,두부/유부,두부,찌개용두부(420g),1,1850,매장1,,5832
20170426,100305009,반찬,밑반찬,김가공,구운도시락김(5g*3봉),1,1300,매장1,,5832
20170426,130303020,생활용품,세제/세안,주방용비누,물사랑 주방용물비누(보충용:1400㎖),1,6600,매장1,,5832
20170426,40116221,과실,과일,사과,사과/(5kg)/중,0.5,12100,매장1,,5870
20170426,50111001,채소,잎/줄기채소,근대,근대(300g),1,1650,매장1,,5870
20170426,60402319,축산물,유제품,요구르트,달지않은 떠먹는요거트(350g),1,5040,매장1,,5870
20170426,70404007,수산,해조,기타해조류,염장톳(200g),1,3600,매장1,,5870
20170426,80101173,간식,과자,스낵,채소품은쌀과자(40g),2,3060,매장1,,5870
20170426,130902021,생활용품,섬유,오가닉코튼,오가닉코튼기린상하복(90),1,17000,매장1,,5870
20170426,50508017,채소,양념채소,양파,양파(조생종:1kg),1,2650,매장1,,5899
20170426,80201007,간식,떡,가래떡,떡국떡(유기:800g),2,11800,매장1,,5899
20170426,60402320,축산물,유제품,요구르트,떠먹는요거트(350g),1,5040,매장1,,5949
20170426,80501003,간식,식사대용,죽,호박죽(280g),1,2070,매장1,,5949
20170426,110102024,음료,음료,과즙,사과즙(180ml*10병),1,17500,매장1,,5949
20170426,130504042,생활용품,화장품,유아/썬크림,수피아 유아샴푸앤바스(250㎖),1,9900,매장1,,5949
20170426,130504043,생활용품,화장품,유아/썬크림,수피아 유아로션(250㎖),1,13050,매장1,,5949
20170426,60302027,축산물,육가공,햄/소시지/훈제,김밥용햄(285g)-매장,1,4500,매장1,,2637
20170426,60401335,축산물,유제품,우유/산양유,유기농저지방우유(종이팩/유애래/900ml),1,4100,매장1,,2637
20170426,60402011,축산물,유제품,요구르트,달지않은 떠먹는요거트(90g*2개),1,3150,매장1,,2637
20170426,70202005,수산,냉동수산,냉동생선,동태(450g:전부침용),1,5900,매장1,,2637
20170426,80304009,간식,밀가공,간편조리면,스파게티(620g),1,7900,매장1,,2637
20170426,90501015,양념/가루,소스/기타양념,소스,바로먹는카레(220g),1,2700,매장1,,2637
20170426,100305020,반찬,밑반찬,김가공,주먹밥채소&해물(36g),2,5200,매장1,,2637
20170426,100401019,반찬,어묵/묵,어묵,제주백조기 찐어묵(120g),1,3500,매장1,,2637
20170426,100401020,반찬,어묵/묵,어묵,제주백조기 모듬어묵(210g),1,6000,매장1,,2637
20170426,110101014,음료,음료,두유,검은콩두유(160ml*5봉),1,4800,매장1,,2637
20170426,110104022,음료,음료,푸딩,과일푸딩(사과:110g),1,1080,매장1,,2637
20170427,50123001,채소,쌈채소류,로메인,로메인(150g),1,1500,매장1,,5973
20170427,50135001,채소,쌈채소류,상추,상추(200g),1,1500,매장1,,5973
20170427,60302059,축산물,육가공,햄/소시지/훈제,슬라이스햄(200g)-매장,1,3400,매장1,,5973
20170427,80401111,간식,빵,"식빵, 식사대용",통밀식빵(300g)/매장,1,2900,매장1,,5973
20170427,80401112,간식,빵,"찐빵,호떡,전통",팥찐빵(5개:400g)/매장,1,3800,매장1,,5973
20170427,100201003,반찬,두부/유부,두부,두부(1모:420g),2,3900,매장1,,2641
20170427,110104065,음료,음료,음료기타,얼음식혜(1000ml),2,7000,매장1,,2641
20170427,120101032,건강,건강일반,추출/농축액,채소액(유기/150ml*30봉),1,26500,매장1,,2641
20170427,120101107,건강,건강일반,추출/농축액,양배추브로콜리액(100ml*30봉),1,22000,매장1,,2641
20170427,50123002,채소,쌈채소류,로메인,포기로메인(250g),1,1650,매장1,,3589
20170427,50198223,채소,잎/줄기채소,루꼴라,루꼴라(100g),1,2000,매장1,,3589
20170427,60201028,축산물,알,유정란,구운유정란(6알),2,7000,매장1,,3589
20170427,70301016,수산,수산가공,젓갈/액젓,창난젓(250g),1,7000,매장1,,3589
20170427,50213002,채소,열매채소,오이,오이(3개),1,2200,매장1,,3706
20170427,50512001,채소,양념채소,중파,중파(500g),1,2200,매장1,,3706
20170427,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,3706
20170427,100201005,반찬,두부/유부,두부,찌개용두부(420g),3,5550,매장1,,3706
20170427,30201001,서류,고구마,고구마,밤고구마(2kg),1,8000,매장1,,3701
20170427,50146001,채소,쌈채소류,쌈케일,쌈케일(150g),1,1300,매장1,,3701
20170427,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,3701
20170427,60401007,축산물,유제품,우유/산양유,우유(범산/900ml),1,4800,매장1,,3701
20170427,70203030,수산,냉동수산,기타냉동수산,주꾸미(500g),1,13200,매장1,,3701
20170427,80201072,간식,떡,즉석떡,모시개떡(200g),1,3300,매장1,,3701
20170427,80303024,간식,밀가공,생숙면,냉면사리(450g),1,3000,매장1,,3701
20170427,80501003,간식,식사대용,죽,호박죽(280g),2,4140,매장1,,3701
20170427,90405025,양념/가루,장,장류/기타,쥐눈이콩 분말청국장(270g),1,9300,매장1,,3701
20170427,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,3701
20170427,110102011,음료,음료,과즙,유자주스(1l),1,6000,매장1,,2235
20170427,110102397,음료,음료,과즙,감귤즙(620ml),1,3500,매장1,,2235
20170427,110102398,음료,음료,과즙,사과즙(620ml),1,3700,매장1,,2235
20170427,20509002,잡곡,콩/화본/깨,콩,팥/무(500g),1,12600,매장1,,3055
20170427,50113002,채소,잎/줄기채소,취나물,생취나물(300g),1,3300,매장1,,3055
20170427,50139001,채소,쌈채소류,생채,생채(150g),1,1300,매장1,,3055
20170427,50147001,채소,잎/줄기채소,쑥,쑥(200g),2,6600,매장1,,3055
20170427,50150001,채소,잎/줄기채소,아욱,아욱(300g),1,1600,매장1,,3055
20170427,50198197,채소,잎/줄기채소,어린잎채소,어린잎채소(100g),1,2500,매장1,,3055
20170427,60201016,축산물,알,논지엠오유정란,유정란/매장용(안심대안사료/10알),1,5200,매장1,,3055
20170427,60402011,축산물,유제품,요구르트,달지않은 떠먹는요거트(90g*2개),1,3150,매장1,,3055
20170427,50154002,채소,잎/줄기채소,열무,열무(500g),1,1650,매장1,,2965
20170427,50298082,채소,열매채소,애호박,둥근애호박(1개),1,1400,매장1,,2965
20170427,50703002,채소,버섯,새송이버섯,새송이버섯(300g),1,3800,매장1,,2965
20170427,70602004,수산,생물수산,패류/갑각류,멍게살(180g),1,7600,매장1,,2965
20170427,100302007,반찬,밑반찬,조림,우엉조림(김밥용/150g),1,4000,매장1,,2965
20170427,50116001,채소,잎/줄기채소,달래,달래(100g),1,2400,매장1,,2175
20170427,50121001,채소,잎/줄기채소,미나리,한재미나리(200g),2,6800,매장1,,2175
20170427,50135001,채소,쌈채소류,상추,상추(200g),1,1500,매장1,,2175
20170427,50143002,채소,쌈채소류,쌈채소모음,쌈채소모음(200g),1,2050,매장1,,2175
20170427,50150001,채소,잎/줄기채소,아욱,아욱(300g),2,3200,매장1,,2175
20170427,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,2175
20170427,70301016,수산,수산가공,젓갈/액젓,창난젓(250g),1,7000,매장1,,2175
20170427,70303012,수산,수산가공,게장/게살,붉은대게 다리살(100g),1,5200,매장1,,2175
20170427,70401255,수산,해조,김,구운파래참김(15장),1,1800,매장1,,2175
20170427,90102015,양념/가루,가루,프리믹스,부침가루(500g/무농약),1,3000,매장1,,2175
20170427,110106001,음료,음료,빙과,감귤꽁꽁(120ml)/매장용,2,1900,매장1,,2175
20170427,110106002,음료,음료,빙과,포도꽁꽁(120ml)/매장용,2,1900,매장1,,2175
20170427,10101045,주곡,멥쌀,멥쌀,백미/유(4kg)-매장용,1,15700,매장1,,3701
20170427,20402001,잡곡,유색미/발아미,발아미,발아흑미(800g),1,10100,매장1,,3701
20170427,50502007,채소,양념채소,깐마늘,깐마늘/난지형/유(300g),2,11400,매장1,,3701
20170427,60201016,축산물,알,논지엠오유정란,유정란/매장용(안심대안사료/10알),3,15600,매장1,,3701
20170427,60401333,축산물,유제품,우유/산양유,저지방우유(범산/900ml),2,9400,매장1,,3701
20170427,100201003,반찬,두부/유부,두부,두부(1모:420g),1,1950,매장1,,3701
20170427,130210060,생활용품,세제/세안,살균/세정/탈취,생활살균수(300㎖),1,5300,매장1,,3701
20170427,130501036,생활용품,화장품,기초화장품,자연그대로 토너,1,15000,매장1,,3701
20170427,130502021,생활용품,화장품,색조화장품,자연그대로 동백비비크림(화사한핑크/40㎖),1,17000,매장1,,3701
20170427,130503012,생활용품,화장품,세안제/팩,수피아 해맑은 클렌징폼(120㎖),1,8700,매장1,,3701
20170427,140104001,주류,전통주,리큐르/기타,미온(맛술/300ml),1,5800,매장1,,3701
20170427,60107017,축산물,돼지,보리살림돼지,불고기용/냉장(300g/우리보리살림돼지),1,5200,매장1,,2196
20170427,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,2196
20170427,80306007,간식,밀가공,피자/핫도그,종합피자(500g),1,12500,매장1,,2196
20170427,130208008,생활용품,생활용품,휴지,숲사랑 주방휴지(6롤),1,5900,매장1,,2196
20170427,10101039,주곡,멥쌀,멥쌀,현미/유(2kg),1,7600,매장1,,4432
20170427,10201019,주곡,찹쌀,찹쌀,찹쌀백미/유(2kg),1,8700,매장1,,4432
20170427,50512001,채소,양념채소,중파,중파(500g),1,2200,매장1,,4432
20170427,51038159,채소,잎/줄기채소,양배추,방울양배추(200g),1,2300,매장1,,4432
20170427,60201008,축산물,알,유정란,유정란/매장용(15알/국내산),1,5400,매장1,,4432
20170427,70103010,수산,건어물,멸치류,볶음멸치(300g),1,6000,매장1,,4432
20170427,70201029,수산,냉동수산,냉동생선,구이용삼치(400g/1마리),1,6300,매장1,,4432
20170427,70203029,수산,냉동수산,냉동패류,키조개살(400g),1,13800,매장1,,4432
20170427,70203035,수산,냉동수산,기타냉동수산,삶은문어(300g),1,18400,매장1,,4432
20170427,70203048,수산,냉동수산,기타냉동수산,손질꽃게(500g),1,16400,매장1,,4432
20170427,100305021,반찬,밑반찬,김가공,주먹밥해물(36g),1,2600,매장1,,4432
